Order ID,Order Date,Customer ID,Product,Category,Sales,Quantity,Region
ORD0380,2023-03-11,CUST259,Tablet,Electronics,1208.16,2,North
ORD0381,2023-10-31,CUST875,Smartphone,Electronics,847.06,1,East
ORD0382,2023-03-21,CUST139,Tablet,Electronics,333.31,4,North
ORD0383,2023-06-08,CUST268,Laptop,Electronics,1581.48,5,West
ORD0384,2023-05-21,CUST512,Smartphone,Electronics,1746.91,1,West
ORD0385,2023-09-24,CUST633,Tablet,Electronics,1451.54,3,East
ORD0386,2023-11-11,CUST325,Camera,Electronics,124.22,1,East
ORD0387,2023-10-20,CUST382,Laptop,Electronics,1768.22,2,East
ORD0388,2023-01-15,CUST549,Laptop,Electronics,1427.87,2,East
ORD0389,2023-03-03,CUST744,Tablet,Electronics,802.25,3,East
ORD0390,2023-06-24,CUST107,Smartphone,Electronics,67.25,1,East
ORD0391,2023-08-28,CUST574,Tablet,Electronics,687.99,3,North
ORD0392,2023-01-15,CUST181,Tablet,Electronics,1138.59,2,North
ORD0393,2023-04-02,CUST594,Laptop,Electronics,1514.84,3,South
ORD0394,2023-11-24,CUST497,Smartphone,Electronics,1270.07,3,South
ORD0395,2023-03-20,CUST446,Laptop,Electronics,465.17,2,West
ORD0396,2023-04-08,CUST906,Camera,Electronics,729.73,5,East
ORD0397,2023-01-01,CUST611,Headphones,Accessories,133.19,3,North
ORD0398,2023-01-15,CUST408,Tablet,Electronics,1894.15,4,East
ORD0399,2023-09-28,CUST609,Tablet,Electronics,359.15,1,West
ORD0400,2023-10-14,CUST170,Tablet,Electronics,1633.51,2,South
ORD0401,2023-09-27,CUST264,Laptop,Electronics,1238.52,2,West
ORD0402,2023-09-12,CUST303,Camera,Electronics,841.34,2,West
ORD0403,2023-02-15,CUST924,Camera,Electronics,1018.53,1,South
ORD0404,2023-06-23,CUST986,Smartphone,Electronics,1008.23,5,South
ORD0405,2023-10-09,CUST342,Laptop,Electronics,175.36,2,North
ORD0406,2023-05-10,CUST191,Tablet,Electronics,427.13,1,North
ORD0407,2023-07-12,CUST179,Laptop,Electronics,1087.12,2,West
ORD0408,2023-03-29,CUST973,Laptop,Electronics,1317.13,3,East
ORD0409,2023-06-16,CUST370,Tablet,Electronics,1052.13,3,South
ORD0410,2023-03-31,CUST771,Tablet,Electronics,1531.7,5,West
ORD0411,2023-05-28,CUST659,Headphones,Accessories,1011.42,2,East
ORD0412,2023-09-02,CUST278,Headphones,Accessories,1623.25,5,North
ORD0413,2023-04-15,CUST384,Laptop,Electronics,440.93,5,West
ORD0414,2023-01-12,CUST958,Camera,Electronics,952.67,4,South
ORD0415,2023-05-11,CUST621,Headphones,Accessories,1661.18,4,East
ORD0416,2023-12-19,CUST763,Laptop,Electronics,881.45,5,South
ORD0417,2023-07-04,CUST127,Smartphone,Electronics,1764.78,3,West
ORD0418,2023-01-21,CUST475,Smartphone,Electronics,1746.74,1,West
ORD0419,2023-12-23,CUST453,Camera,Electronics,1277.13,4,West
ORD0420,2023-12-23,CUST692,Tablet,Electronics,1068.54,2,West
ORD0421,2023-07-15,CUST960,Headphones,Accessories,567.45,2,East
ORD0422,2023-12-25,CUST491,Smartphone,Electronics,1325.74,3,South
ORD0423,2023-11-17,CUST908,Camera,Electronics,1455.24,3,South
ORD0424,2023-08-12,CUST722,Headphones,Accessories,1341.38,1,East
ORD0425,2023-06-26,CUST460,Tablet,Electronics,758.48,4,West
ORD0426,2023-05-24,CUST630,Tablet,Electronics,1232.18,2,North
ORD0427,2023-11-16,CUST310,Headphones,Accessories,1573.93,1,East
ORD0428,2023-09-19,CUST400,Headphones,Accessories,168.91,1,East
ORD0429,2023-05-11,CUST484,Laptop,Electronics,1722.64,3,West
ORD0430,2023-11-09,CUST487,Smartphone,Electronics,569.84,4,South
ORD0431,2023-02-21,CUST861,Laptop,Electronics,1383.77,4,North
ORD0432,2023-08-06,CUST586,Tablet,Electronics,902.03,5,North
ORD0433,2023-12-20,CUST370,Laptop,Electronics,483.0,2,East
ORD0434,2023-06-20,CUST231,Tablet,Electronics,673.66,5,East
ORD0435,2023-08-19,CUST441,Tablet,Electronics,744.25,3,West
ORD0436,2023-05-16,CUST303,Headphones,Accessories,1214.42,3,South
ORD0437,2023-02-18,CUST334,Laptop,Electronics,312.74,2,North
ORD0438,2023-07-31,CUST206,Smartphone,Electronics,1546.96,3,South
ORD0439,2023-05-27,CUST648,Headphones,Accessories,137.57,5,East
ORD0440,2023-01-30,CUST940,Laptop,Electronics,1226.33,3,South
ORD0441,2023-10-20,CUST901,Smartphone,Electronics,1217.94,4,North
ORD0442,2023-02-06,CUST571,Camera,Electronics,1916.21,4,East
ORD0443,2023-12-25,CUST288,Smartphone,Electronics,934.19,2,North
ORD0444,2023-02-11,CUST303,Smartphone,Electronics,1093.5,1,West
ORD0445,2023-07-22,CUST417,Tablet,Electronics,1132.71,5,South
ORD0446,2023-05-16,CUST502,Headphones,Accessories,1748.43,1,East
ORD0447,2023-06-20,CUST802,Headphones,Accessories,1551.22,2,South
ORD0448,2023-04-23,CUST986,Laptop,Electronics,1423.45,4,North
ORD0449,2023-03-29,CUST222,Camera,Electronics,183.22,3,East
ORD0450,2023-06-04,CUST172,Tablet,Electronics,1998.61,1,East
ORD0451,2023-01-16,CUST651,Smartphone,Electronics,1098.2,5,North
ORD0452,2023-11-28,CUST476,Tablet,Electronics,340.33,4,West
ORD0453,2023-08-14,CUST665,Headphones,Accessories,1128.05,3,East
ORD0454,2023-11-12,CUST960,Tablet,Electronics,257.65,5,North
ORD0455,2023-01-15,CUST708,Laptop,Electronics,550.79,4,East
ORD0456,2023-05-21,CUST336,Laptop,Electronics,301.25,1,South
ORD0457,2023-11-19,CUST231,Smartphone,Electronics,1062.77,5,North
ORD0458,2023-07-19,CUST847,Laptop,Electronics,836.33,1,North
ORD0459,2023-11-20,CUST116,Laptop,Electronics,1097.16,3,West
ORD0460,2023-06-19,CUST960,Smartphone,Electronics,1555.88,5,East
ORD0461,2023-06-05,CUST921,Headphones,Accessories,1783.37,4,West
ORD0462,2023-11-11,CUST203,Smartphone,Electronics,1000.4,3,South
ORD0463,2023-01-05,CUST319,Smartphone,Electronics,915.12,5,West
ORD0464,2023-07-13,CUST539,Headphones,Accessories,383.6,2,West
ORD0465,2023-03-30,CUST410,Smartphone,Electronics,512.87,4,West
ORD0466,2023-01-06,CUST783,Tablet,Electronics,1539.16,5,East
ORD0467,2023-03-19,CUST776,Headphones,Accessories,834.0,4,West
ORD0468,2023-10-14,CUST854,Laptop,Electronics,436.39,3,South
ORD0469,2023-02-22,CUST940,Tablet,Electronics,1663.64,3,East
ORD0470,2023-10-29,CUST686,Laptop,Electronics,1959.75,4,West
ORD0471,2023-04-01,CUST471,Smartphone,Electronics,665.96,2,West
ORD0472,2023-01-16,CUST214,Tablet,Electronics,1165.6,1,East
ORD0473,2023-04-14,CUST823,Laptop,Electronics,1783.26,1,South
ORD0474,2023-10-20,CUST124,Smartphone,Electronics,1231.28,4,East
ORD0475,2023-10-19,CUST610,Laptop,Electronics,1040.84,5,South
ORD0476,2023-12-10,CUST616,Headphones,Accessories,1638.25,1,East
ORD0477,2023-07-26,CUST405,Laptop,Electronics,867.47,3,North
ORD0478,2023-08-16,CUST156,Headphones,Accessories,610.9,3,South
ORD0479,2023-08-24,CUST650,Laptop,Electronics,1717.71,3,North
ORD0480,2023-02-17,CUST665,Laptop,Electronics,1037.12,5,West
ORD0481,2023-11-22,CUST916,Smartphone,Electronics,984.69,5,North
ORD0482,2023-08-15,CUST698,Smartphone,Electronics,1483.79,5,East
ORD0483,2023-04-06,CUST208,Camera,Electronics,972.34,2,North
ORD0484,2023-01-19,CUST200,Camera,Electronics,683.72,3,South
ORD0485,2023-07-12,CUST426,Tablet,Electronics,234.2,1,West
ORD0486,2023-01-23,CUST778,Camera,Electronics,1583.94,2,West
ORD0487,2023-03-03,CUST775,Camera,Electronics,1620.13,2,South
ORD0488,2023-01-01,CUST714,Laptop,Electronics,1657.98,4,East
ORD0489,2023-07-11,CUST851,Smartphone,Electronics,769.14,4,South
ORD0490,2023-04-24,CUST275,Tablet,Electronics,716.88,5,East
ORD0491,2023-01-02,CUST303,Laptop,Electronics,1855.41,3,East
ORD0492,2023-03-05,CUST955,Headphones,Accessories,347.19,5,East
ORD0493,2023-08-20,CUST670,Smartphone,Electronics,1566.03,5,East
ORD0494,2023-10-15,CUST619,Smartphone,Electronics,1771.8,3,South
ORD0495,2023-12-19,CUST411,Laptop,Electronics,1463.76,1,East
ORD0496,2023-05-01,CUST259,Tablet,Electronics,1369.69,1,East
ORD0497,2023-04-24,CUST234,Tablet,Electronics,1486.18,1,South
ORD0498,2023-03-15,CUST876,Smartphone,Electronics,1586.19,1,West
ORD0499,2023-09-14,CUST694,Camera,Electronics,385.84,3,North
